category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
PHYSICS,Short Answer,What term describes momentum transfer from a photon to a physical object ?,RADIATION PRESSURE (ACCEPT: LIGHT PRESSURE),Multiple Choice,"Nuclear reactions, such as those that occur in power generating reactors, are said to be critical when: W) They are able to sustain their level of activity without an external neutron source X) They have been shut down by the introduction of neutron poisons such as boron Y) They are increasing in power at a rate faster than expected Z) They are producing more thorium than uranium",W) THEY ARE ABLE TO SUSTAIN THEIR LEVEL OF ACTIVITY WITHOUT AN EXTERNAL NEUTRON SOURCE,SciBowlDB
ENERGY,Multiple Choice,"Wind can be harnessed to generate electricity via turbines. Which of the following is the greatest challenge to widespread use of wind for electricity? W) Wind turbines are huge, expensive, and not particularly aesthetic X) Wind has major negative ecological and environmental effects Y) Suitable locations for wind farms with sufficiently constant and fast winds are limited Z) Wind farms lead to significant loss of agricultural lands",Y) SUITABLE LOCATIONS FOR WIND FARMS WITH SUFFICIENTLY CONSTANT AND FAST WINDS ARE LIMITED,Short Answer,"Identical wind turbines are put in four locations: sea level, 5,000 feet, 10,000 feet, and 14,000 feet. Assuming the same wind speed, which turbine will produce the most energy?",SEA LEVEL,SciBowlDB
MATH,Multiple Choice,Which of the following intervals contains both solutions of `x^2 - 3x = 0`? W) 0 less than x less than 2 X) 0 less than x less than 4 Y) 0 less than or equal to x less than 4 Z) -3 less than x less than or equal to 2,Y) 0 less than or equal to x less than 4,Short Answer,"Find the sum of every odd integer between 5 and 55, inclusive.",780,SciBowlDB
ENERGY,Multiple Choice,How is geothermal power produced? W) Heat energy is extracted from high temperature lava after eruptions X) Water from extremely hot springs is circulated in pipes in nearby homes for heating Y) Hot dry volcanic rocks are extracted from deep underground and processed in place at a geothermal plant Z) Mile-or-more-deep wells are drilled into underground reservoirs to tap steam and very hot water that drive turbines,Z) MILE-OR-MORE-DEEP WELLS ARE DRILLED INTO UNDERGROUND RESERVOIRS TO TAP STEAM AND VERY HOT WATER THAT DRIVE TURBINES,Multiple Choice,"In order to replenish the supply of steam at the geothermal plant called The Geysers, which of the following does an underground pipeline deliver? W) Wastewater X) River water Y) Ocean water Z) Rain water",W) WASTEWATER,SciBowlDB
EARTH AND SPACE,Multiple Choice,Which type of rock is most likely to be drilled for oil? W) Granite X) Limestone Y) Sandstone Z) Basalt,Y) SANDSTONE,Multiple Choice,Which of the following types of rock is likely to cap a layer of rock rich in oil? W) Sandstone X) Shale Y) Slate Z) Granite,X) SHALE,SciBowlDB
CHEMISTRY,Short Answer,What is the van 't Hoff factor for glucose?,1,Short Answer,What color of flame does lithium produce in a flame test?,RED,SciBowlDB
EARTH AND SPACE,Short Answer,What is the name for a spherical collection of stars that orbits a galactic core as a satellite?,GLOBULAR CLUSTER,Short Answer,"What method of distance estimation, used for relatively close stars, involves telescope observations at 6-month intervals?","PARALLAX TECHNIQUE (ACCEPT: PARALLAX, STELLAR PARALLAX)",SciBowlDB
BIOLOGY,Multiple Choice,Which period involved a major extinction event that included the dinosaurs? W) Between the Paleozoic and Mesozoic eras X) Between the Phanerozoic and the Precambrian eras Y) Between the Mesozoic and Cenozoic eras Z) Between the Precambrian and Paleozoic eras,Y) BETWEEN THE MESOZOIC AND CENOZOIC ERAS,Multiple Choice,"If a 24 hour clock was made to model the major events of the evolution of life on Earth, humans would appear: W) Close to the beginning of the 24 hour period X) About 12 hours through the 24 hour period Y) About 2 hours before the 24 hours were up Z) Less than a minute before the 24 hours were up",Z) LESS THAN A MINUTE BEFORE THE 24 HOURS WERE UP,SciBowlDB
PHYSICS,Multiple Choice,Which of the following does a Carnot engine convert? W) Energy to heat X) Pressure to volume Y) Heat to work Z) Work to pressure,Y) HEAT TO WORK,Short Answer,"A heat engine operates with 60 kilocalories of heat supplied, and exhausts 40 kilocalories of heat. How much work, in joules, did the engine do? Provide your answer to the nearest thousand.","84,000",SciBowlDB
BIOLOGY,Multiple Choice,Flowers are actually miniature stems that produce four kinds of specialized: W) Roots X) Leaves Y) Vascular tissue Z) Cones,X) LEAVES,Multiple Choice,Which of the following is a characteristic of old growth forests? W) Soil profiles have well-defined horizons X) All trees are roughly the same age Y) Sunlight is uniformly distributed Z) Ground cover is low in organic matter,W) SOIL PROFILES HAVE WELL-DEFINED HORIZONS,SciBowlDB
PHYSICS,Short Answer,"Careful measurements have shown that the mass of a particular atom is always slightly less than the sum of the masses of the individual neutrons, protons, and electrons of which the atom consists. What is the difference between the mass of the atom and the sum of the masses of its parts called?",MASS DEFECT,Short Answer,"A 62 kilogram boy on a 1.50 kilogram skateboard moving at 1.2 meters per second steps off and lands on the sidewalk with a velocity of 1.1 meters per second. Providing your answer as a decimal rounded to the nearest tenth, how fast is the skateboard moving in meters per second?",5.3,SciBowlDB
EARTH AND SPACE,Short Answer,"If Saturn is approximately 10 times further from the Sun than Earth, what is the ratio of the intensity of solar radiation it receives relative to Earth? Provide your answer in lowest terms.",1/100,Multiple Choice,"If Earth’s axial tilt was 28° in the opposite direction, which of the following would be true? W) There would be more extreme seasonal variations X) The eastern and western hemispheres’ seasons would reverse Y) Plate tectonics would halt Z) Tides would reverse their patterns",W) THERE WOULD BE MORE EXTREME SEASONAL VARIATIONS,SciBowlDB
MATH,Multiple Choice,Which of the following numbers is not prime? W) 137 X) 143 Y) 167 Z) 229,X) 143,Short Answer,"If a random number R is a real number from the closed interval [0,1], then how many possible integer values could be generated by the expression 12R + 7?",13,SciBowlDB
BIOLOGY,Short Answer,What are the most abundant cells in bones?,OSTEOCYTES (read as: OHS-tee-oh-syts),Short Answer,"Name all of the following that are NOT located in the cortex of the mammalian kidney: 1) Glomeruli and Bowman’s capsules, 2) collecting ducts, and 3) proximal convoluted tubules.",2) COLLECTING DUCTS,SciBowlDB
CHEMISTRY,Short Answer,What is the formula for sulfurous acid?,H2SO3,Multiple Choice,Which of the following is the strongest acid? W) HCl X) HBr Y) HI (read as: H eye) Z) HNOa,Y) HI,SciBowlDB
PHYSICS,Multiple Choice,Which of the following explains why extremely high energy is needed for fusion to work? W) To break the nuclei into two parts X) To bind the protons and electrons Y) To overcome the electrical repulsion between two positively charged nuclei Z) To create the necessary supercold environment,Y) TO OVERCOME THE ELECTRICAL REPULSION BETWEEN TWO POSITIVELY CHARGED NUCLEI,Multiple Choice,"The temperature in the region of the Sun where fusion occurs is about how many degrees Fahrenheit? W) 1,000 X) 50,000 Y) 7,800,000 Z) 27,000,000","Z) 27,000,000",SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following chemical bonds is not important in polymer formation? W) Glycosidic (read as: gly-koh-SYDIK) X) Hydrogen Y) Peptide Z) Phosphodiester (read as: FOHS-foh-DY-ehs-tehr),X) HYDROGEN,Short Answer,What relationship exists between bond length and bond order?,INVERSE RELATIONSHIP (ACCEPT: BONDS OF HIGHER ORDER ARE SHORTER IN LENGTH),SciBowlDB
MATH,Multiple Choice,Which of the following radical expressions is in simplest form? W) `sqrt(31)/3` (read as: the square root of 31 over 3) X) `-5sqrt(175)` (read as: negative 5 times the square root of 175) Y) `6sqrt(x^2/4)` (read as: 6 times the square root of the quantity x squared over 4) Z) `-sqrt(153x)` (read as: the negative square root of 153 x),W) `sqrt(31)/3`,Short Answer,"If x is negative, simplify `7sqrt(5x) xx sqrt(180 x^5)` (read as: 7 times the square root of 5x times the square root of, open parenthesis, 180x to the fifth, close parenthesis)",`-210x^3`,SciBowlDB
ENERGY,Short Answer,"What is the term used to describe the total amount of energy used in the production of a product, including raw material extraction, manufacture, transportation, assembly, and all other aspects of production?",EMBODIED ENERGY,Multiple Choice,"In 2009, demand for small wind systems for residential and small business use grew 15%, adding 20 megawatts of wind-generating capacity. What was the approximate capacity of small wind systems in 2008 in megawatts? W) 17 X) 35 Y) 115 Z) 133",Z) 133,SciBowlDB
EARTH AND SPACE,Multiple Choice,Which of the following is NOT a metamorphic rock? W) Schist (read as: SHIST) X) Gneiss (read as: NYS) Y) Basalt Z) Marble,Y) BASALT,Multiple Choice,Which of these is NOT true about ultramafic rock? W) The Earth’s mantle is composed of ultramafic rock X) Ultramafic rocks are usually dark colored Y) Ultramafic rock crystallizes at higher temperatures than felsic rock Z) Andesite is a type of ultramafic rock,Z) ANDESITE IS A TYPE OF ULTRAMAFIC ROCK,SciBowlDB
PHYSICS,Multiple Choice,An electron-volt is the: W) Energy gained by 1 electron falling through a 1 meter vertical distance X) Energy of a visible light photon Y) Energy of 1 electron accelerated through a 1 volt potential difference Z) Energy of a typical electron orbiting a nucleus,Y) ENERGY OF 1 ELECTRON ACCELERATED THROUGH A 1 VOLT POTENTIAL DIFFERENCE,Short Answer,"What is the world’s largest and highest energy particle accelerator, designed to collide proton beams at 7 teraelectron volts?",LARGE HADRON COLLIDER,SciBowlDB
ENERGY,Short Answer,"During oxidative phosphorylation, the proton gradient is used to drive which enzyme?",ATP SYNTHASE,Multiple Choice,What is the approximate Gibbs free energy change per mole associated with oxidation of glucose? W) -3000 kilojoules X) -3000 joules Y) 3000 joules Z) 3000 kilojoules,W) -3000 KILOJOULES,SciBowlDB
MATH,Short Answer,What are the x-intercepts of `y = x^2 - 15x + 54`?,6 AND 9,Multiple Choice,Which of the following equations does not have real solutions? W) `-3x^2 + 3 = 0` X) `x^2 - 5x + 2 = 0` Y) `4x^2 - 3x - 0.25 = 0` Z) `x^2 - x + 1 = 0`,Z) `x^2 - x + 1 = 0`,SciBowlDB
ENERGY,Short Answer,An engine yields 100 watts of power for every 1000 watts received. What is the efficiency of the engine?,10%,Short Answer,"Using 750 watts per horsepower, if a 120 horsepower engine ran for 10 hours, how much energy, in kilowatt hours, would it consume? Provide your answer to the nearest integer.",900,SciBowlDB
EARTH AND SPACE,Short Answer,Which of the following molecules is NOT known to destroy ozone molecules in our stratosphere? W) Chloroflurocarbons X) Chlorine Y) Bromine Z) Argon,Z) ARGON,Multiple Choice,In which of the following months is the Antarctic ozone hole the largest? W) January X) April Y) July Z) September,Z) SEPTEMBER,SciBowlDB
BIOLOGY,Multiple Choice,Which of the following is NOT an example of the negative effects of bioaccumulation of toxins in the environment? W) The thinning of bird eggshells due to DDT X) Inedibility of oysters due to their filter feeding on naturally occurring red tide algae Y) Birth defects in babies exposed to Accutane in utero Z) Inedibility of fish due to mercury content,Y) BIRTH DEFECTS IN BABIES EXPOSED TO ACCUTANE IN UTERO,Multiple Choice,"If a deer population exceeds its carrying capacity, which of the following will likely happen? W) The birth rate will increase X) The death rate will increase Y) The death rate will decrease Z) Carrying capacity will increase",X) THE DEATH RATE WILL INCREASE,SciBowlDB
MATH,Short Answer,What is the reference angle for `(7pi)/6`?,`pi/6`,Short Answer,"Given coordinates A (1,2), B (7,1), C (3,0), and D (4,6), find the angle in degrees between AB and CD.",90°,SciBowlDB
EARTH AND SPACE,Multiple Choice,"Flood basalts, such as the Cretaceous Deccan Traps in Siberia, may have had a major impact on which of the following past events? W) Climate change X) Formation of island arcs Y) Human development Z) Interruption in stratospheric circulation",W) CLIMATE CHANGE,Short Answer,The Deccan traps of 66 million years ago may have influenced Earth’s climate through the release of which sulfur species common to volcanic gases?,SULFUR DIOXIDE,SciBowlDB
MATH,Short Answer,What is the smallest integer greater than 1 that is relatively prime with 210?,11,Multiple Choice,Which of the following numbers is not a Mersenne prime? W) 7 X) 31 Y) 61 Z) 127,Y) 61,SciBowlDB
