category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Physics,Short Answer,"The J/Ψ meson is expected to melt beyond what temperature, the temperature at which all hadronic matter is expected to con- vert into quark matter? ",Hagedorn temperature,Multiple Choice,A cloud of gas has an ideal gas equation given as p = ρRT m where ρ is the constant density of the cloud and m is the individual mass of each gas molecule. The phase speed in the cloud would then be proportional to what power of temperature? W) -1/2 X) 1/2 Y) -3/2 Z) 3/2 ,X) 1/2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE2
Chemistry,Short Answer,"In post-transition metals, what effect describes the tendency of outer shell s-electrons to not participate in ionic bonding? ",Inert pair effect,Multiple Choice,The ring-opening reaction of an epoxide with which of the following ions has the lowest equilibrium constant? W) Methyl X) Chloride Y) Hydronium Z) Hydroxide ,X) Chloride,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE2
Earth and Space,Multiple Choice,Which of the following does not explain why the northern hemisphere consistently has higher CO2 concentrations than the southern hemisphere?  W) Interhemispheric mixing times are too long to homogenize the two hemi- spheres’ carbon content  X) The northern hemisphere has a larger population  Y) The southern hemisphere has a larger ocean surface area  Z) The southern hemisphere experiences less deforestation ,Z) The southern hemisphere experiences less deforestation,Short Answer,Order the following three oceanic bound- aries by increasing depth: 1) Aragonite compensation depth; 2) Aragonite satura- tion horizon; 3) Calcite compensation depth. ,"2, 1, 3",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE2
Biology,Short Answer,Order the following three ions by increasing con- tribution to membrane potential in a human neuron at resting potential: 1) K+; 2) Na+; 3) Cl-. ,"3, 2, 1",Short Answer,Identify all of the following three that are functions of strigolactones fungi to roots; 2) Control of apical dominance; 3) Promote xylem differentiation and inhibit phloem differentiation. ,All,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE2
Physics,Multiple Choice,How many unique normal modes of oscillation exist for a system of two blocks connected by a spring traveling in the x-direction with some velocity v?  W) 1  X) 2  Y) 3  Z) 4 ,X) 2,Short Answer,Identify all of the following three statements that are necessarily true for a solenoid with a time-dependent current: 1) The vector potential outside the solenoid is zero; 2) The electric field inside the solenoid is zero; 3) The electric field outside the solenoid is non-zero. ,None,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE2
Chemistry,Multiple Choice,"In IR spectroscopy, the wavenumber of the carbon-fluorine single bond is closest to the wavenumber of which of the following bonds?  W) Carbon-hydrogen single bond  X) Carbon-carbon single bond  Y) Carbon-carbon double bond  Z) Carbon-carbon triple bond ",X) Carbon Carbon single bond,Short Answer,Order the following three types of carbon-hydrogen single bonds by increasing bond dissociation energy: 1) Primary carbon-hydrogen bond in propene; 2) Primary carbon-hydrogen bond in propane; 3) Tertiary carbon- hydrogen bond in 2-methylpropane. ,"1, 3, 2",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE2
Earth and Space,Short Answer,Identify all of the following three changes that can contribute to the optical effect of limb darkening observed from stars as their radius gets larger: 1) Decreased atmospheric opacity; 2) Decreased atmo- spheric temperature; 3) Increased magnetic starspot interference. ,2 only,Multiple Choice,Which of the following best explains why some stellar remnants may reach escape velocities from a galaxy following a supernova? W) Not all supernovae are symmetric X) Angular momentum in a binary must be conserved Y) Mass loss allows the stellar remnant to gain speed Z) Gamma ray bursts are unidirectional and create an impulse on the star ,W) Not all supernovae are symmetrical,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE2
Biology,Short Answer,Hemolytic diseases of the new- born is caused by the difference in the presence of which factor found in the fetus but not the mother? ,Rhesus factor (ACCEPT: Rh factor),Short Answer,Identify all of the following three statements that are true about glial cells in the brain: 1) They retain the ability to divide throughout adult life; 2) Ependymal cells are a type of glial cell; 3) They are responsible for most cancers of the brain. ,All,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE2
Physics,Short Answer,The motion of an electron’s magnetic dipole about the nucleus leading to a shift in electron energy levels is known as what phe- nomenon? ,Spin-orbit coupling,Short Answer,"Identify all of the following three metals that would have electrons ejected due to the photoelectric effect if red light with a wavelength of 600 nanometers shone on it, assuming Planck’s constant is 6.6 × 10−34 joule seconds: 1) Cesium with a work function of 2.1 electron volts; 2) Nickel with a work function of 4 electron volts; 3) Cobalt with a work function of 5 electron volts. ",1 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE2
Chemistry,Short Answer,What is the ratio of the number of rotational modes of diatomic oxygen to the number of vibrational modes of diatomic oxygen? ,2,Multiple Choice,Which particle interaction has the greatest min- imum energy in a graph of potential energy versus distance of separation? W) Lithium cation and fluoride anion X) Sodium cation and chloride anion Y) Helium atom and helium atom Z) Argon atom and argon atom ,Y) Helium atom and helium atom,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Earth and Space,Short Answer,"By name or number, identify all of the fol- lowing processes that may naturally produce a type of glass: 1) Lightning; 2) Subglacial eruption; 3) Submarine eruption. ",All,Multiple Choice,"Within the first 10 kilometers of Earth’s crust, what relationship best describes the strength of rock with increasing depth? W) Linearly decreasing X) Linearly increasing Y) Exponential decay Z) Exponentially increasing ",X) Linearly increasing,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Biology,Short Answer,The phospholipids in the plasma membrane of ar- chaea contain what type of linkage between the hydrophobic head and hydrophilic tail? ,Ether linkage,Short Answer,Identify all of the following three statements that are true regarding microtubules: 1) Taxol causes the stabilization of microtubules; 2) ATP is bound to the beta subunit of tubulin; 3) Kinesin moves towards the plus end of microtubules. ,1 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Physics,Multiple Choice,"A quark’s wavefunction is composed of spatial, color, and spin components. Under the condition that a fermion wavefunction is wholly anti-symmetric under particle exchange, the spin component of the wave- function must be of what type if the spatial component is symmetric?  W) Symmetric  X) Anti-symmetric  Y) Neither symmetric or anti-symmetric  Z) Either symmetric or anti-symmetric ",Z) Either symmetric or anti-symmetric,Short Answer,Identify all of the following three statements that cor- rectly compare an ideal double pendulum and a three body orbit: 1) The double pendulum cannot reach stability while the three body orbit can; 2) Both systems are dynamically chaotic; 3) Both can have uncoupled equations of motion. ,1 and 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Chemistry,Multiple Choice,Which of the following molecular orbitals dis- plays cylindrical symmetry?  W) Sigma bonding molecular orbital  X) Sigma antibonding molecular orbital  Y) Pi bonding molecular orbital  Z) Pi antibonding molecular orbital ,W) Sigma bonding molecular orbital,Multiple Choice,"When a crystal lattice of N sulfur monoxide molecules is cooled to absolute zero, which of the following functions describes the dependence of the residual entropy on N? W) N X) logN Y) N2 Z) 2N ",W) N,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Earth and Space,Short Answer,"Because of frame dragging, neutron star crusts can accumulate tension over time, and can undergo sudden corrections that result in a lower energy state. What are these events known as? ",Starquake,Short Answer,The Fermi bubbles above and below the plane of the Milky Way provide evidence that our galaxy might have recently been what type of active galaxy? ,Seyfert [SAY-furt] galaxy,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Biology,Short Answer,The crystallin lens of human eyes can accumulate deposits of protein and cloud up the lens as a person ages. What disorder does this likely cause? ,Cataract,Short Answer,Identify all of the following three actions that are functions of cholecystokinin : 1) Inhibits stomach acid se- cretion; 2) Inhibits gallbladder contraction; 3) Contracts sphincter of Oddi . ,1 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Physics,Short Answer,"A spring with spring constant k is connected to a block. If there are N number of springs with spring constants N ×k that are added in series with the first spring, what is the effective spring constant of the system? ",k2,Multiple Choice,"How much energy, in joules, is stored in a 0.6 millihenry inductor when a 30 amp current flows through it? W) 0.21 X) 0.24 Y) 0.27 Z) 0.30 ",Y) 0.27,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Chemistry,Short Answer,What is the molecular geometry of the central xenon atom in the ion xenon trichloride one minus? ,T-shaped,Short Answer,"For a reaction obeying the Arrhenius model at temperature T, which of the following three graphs of the rate constant k will produce a straight line? 1) k against e to the T; 2) Inverse of log k against T; 3) Log k against inverse of T. ",3 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Earth and Space,Multiple Choice,Which of the following iron bearing min- erals is the least iron rich by weight?  W) Pyrite  X) Chalcopyrite  Y) Hematite  Z) Magnetite ,X) Chalcopyrite,Multiple Choice,Which of the following rock has a granitic composition but lacks quartz? W) Diorite X) Gabbro Y) Syenite Z) Pyroxenite ,Y) Syenite,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Biology,Multiple Choice,"What are the presynaptic and postsynaptic neu- rotransmitters, respectively, released in the sympathetic nervous system?  W) Acetylcholine, acetylcholine  X) Acetylcholine, norepinephrine  Y) Norepinephrine, acetylcholine  Z) Norepinephrine, norepinephrine ","X) Acetylcholine, norepinephrine",Short Answer,"You run isoelectric focusing on a solution of three amino acids. Assuming that as the amino acids migrate, the pH increases, order the following three amino acids in increasing distance traveled: 1) Aspartate ; 2) Arginine ; 3) Alanine. ","1, 3, 2",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
Physics,Short Answer,The Lagrange point L1 appears as a saddle point in the gravitational potential between two celestial bodies. An object placed at L1 would be experiencing what type of stability in its motion? ,Metastability (ACCEPT: Metastable),Short Answer,Order the following three elements from lowest to highest Curie temperature: 1) Cobalt; 2) Iron; 3) Nickel. ,"3, 2, 1",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Olympus DE3
