category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Earth and Space,Short Answer,"By name or number, identify all of the following four features that are indicators of convergent plate action: 1) Rift valley 2) Volcanic island arc 3) Fault-block mountain range 4) Oceanic trench ",2 and 4,Short Answer,"By name or number, identify all of the following three factors which do NOT contribute to streamﬂow turbulence: 1) Stream velocity 2) Distance from streambank 3) Sediment load ",3 only,MIT 2020 round 5
Math,Short Answer,"By name or number, identify which of the following three features of a set of integers must also be an integer: 1) Mean 2) Median 3) Range ",3 only,Short Answer,"Suppose that 9 integers between 1 and 10, inclusive, are chosen. What is the maximum possible diﬀerence between the values of the median and the mean of these numbers? ",4 ,MIT 2020 round 5
Biology,Short Answer,How many chambers does the heart of a frog have? ,3,Short Answer,"By name or number, identify all of the following four statements that are true of glycosidic linkages: 1) Alpha linkages have a hydroxyl above the ﬁrst carbon 2) Beta linkages have a hydroxyl below the ﬁrst carbon 3) Cellulose is composed of beta linkages 4) Chitin is composed of beta linkages ",3 and 4,MIT 2020 round 5
Earth and Space,Short Answer,"By name or number, identify all of the following three statements that are true of emission nebulae They are star formation regions 2) Their spectra are composed of scattered starlight 3) They are primarily composed of hydrogen ",1 and 3,Short Answer,Rank the following three detrital sedimentary rocks in order of increasing sediment size: 1) Mudstone 2) Arkose 3) Siltstone ,"1, 3, 2",MIT 2020 round 6
Math,Short Answer,"If the surface area of a cube is 96, what is the length of its longest diagonal? ",4√3,Multiple Choice,A large conference hall is shaped like a rectangle with a length of 200 feet and a width of 100 feet. Which of the following is closest to the maximum number of people who can stand in the conference hall while abiding by the social distancing guideline that any two people are at least 6 feet apart from each other? W) 100 X) 300 Y) 500 Z) 700 ,Z) 700,MIT 2020 round 6
Physics,Multiple Choice,"A pendulum is made up of a string of length L con- nected to a mass m. If the mass is released from rest at an angle of 45 degrees from the vertical, which of the following is true concerning the period of the resulting oscillation? W) The period is equal to 2π � L/g X) The period is less than 2π � L/g Y) The period is greater than 2π � L/g Z) The period is inﬁnite ",Y) The period will be greater than 2π�L/g,Short Answer,"Two events are connected by a spacelike interval. By name or number, identify all of the following three statements that are true: 1) It is impossible for any information to be transmitted between the two events 2) It is always possible to ﬁnd a reference frame in which the two events are colocated 3) It is always possible to ﬁnd a reference frame in which the two events are simultaneous ",1 and 3,MIT 2020 round 6
Energy,Multiple Choice,"Researchers in the Regev group at MIT are developing novel computational and experimental approaches for analyzing complex biological networks, including gene expression networks. Which of the following is not a tool used to study the expression of a gene? W) qRT-PCR X) RNA-seq Y) Luciferase reporters Z) Southern blotting ",Z) Southern blotting,Short Answer,Researchers in the Langer group at MIT are develop- ing new methods for drug delivery. One particularly desirable type of transport is transport across the blood-brain barrier. Some small molecules are able to enter the endothelial cells that make up the blood-brain barrier from one side and exit through another. What is the name for this type of transport? ,Transcytosis,MIT 2020 round 6
Biology,Multiple Choice,Which of the following amino acids is least likely to be found in an alpha helix? W) Alanine X) Leucine Y) Lysine Z) Glycine ,Z) Glycine,Multiple Choice,An increase in which of the following parameters will decrease the maximum rate of an enzymatic reaction? W) kcat X) KM Y) Substrate concentration Z) Enzyme concentration ,X) KM,MIT 2020 round 6
Chemistry,Short Answer,Which two state variables must be held constant for the change in Gibbs free energy to be proportional to the universal change in entropy? ,Temperature and pressure,Multiple Choice,How many unpaired electrons are there in the ground state electron conﬁguration of chromium metal? W) 3 X) 4 Y) 5 Z) 6 ,Z) 6 ,MIT 2020 round 6
Math,Short Answer,"In standard form, what the equation of the line tangent to the circle x2 + y2 = 5 at the point ? ",x + 2y = 5 (accept: 2y + x = 5; do not accept any other form),Short Answer,"Consider the quadrilateral formed by the tangent lines to the circle x2 + y2 = 5 at the points , , , and . What is the perimeter of this quadrilateral? ",10 √ 5,MIT 2020 round 6
Biology,Multiple Choice,Which of the following hormones does NOT play a role in regulation of ﬂuids through the RAA system? W) Renin X) Antidiuretic hormone Y) Aldosterone Z) Angiotensin ,X) Antidiuretic hormone,Multiple Choice,What type of mimicry do moths that can make them- selves resemble snakes exhibit? W) Cryptic X) Aposematic Y) Batesian Z) Müllerian ,Y) Batesian,MIT 2020 round 6
Earth and Space,Multiple Choice,Which of the following terms best describes the telescope focus that uses a concave primary mirror and a convex secondary mirror to focus light through a space in the primary mirror? W) Newtonian X) Galilean Y) Dobsonian Z) Cassegrain ,Z) Cassegrain,Multiple Choice,A certain exoplanet on an edge-on orbit has high albedo and low temperature. At which of the following positions in its orbit would the star-exoplanet system appear brightest? W) Just before transit in front of the star X) During transit in front of the star Y) Just before transit behind the star Z) During transit behind the star ,Y) Just before transit behind the star,MIT 2020 round 6
Energy,Multiple Choice,Researchers in the Griﬃn group at MIT have devel- oped a way to dramatically enhance the sensitivity of NMR spectroscopy. Which of the following proton environments would produce the most downﬁeld peak on an H-NMR spectrum? W) A carboxylic acid acidic hydrogen X) An aldehyde hydrogen Y) An ester alpha hydrogen Z) A ketone alpha hydrogen ,W) A carboxylic acid acidic hydrogen,Multiple Choice,"Researchers in the Hong group at MIT are using NMR spectroscopy to study the structure of glucagon ﬁbrils. On an H-NMR spectrum, which of the following compounds would have only one peak? W) Chloroethane X) Acetaldehyde Y) Dimethyl ether Z) Acetic acid ",Y) Dimethyl ether,MIT 2020 round 6
Physics,Multiple Choice,An insulating sphere has a uniform charge density ρ Linear X) Quadratic Y) Hyperbolic Z) Inverse square ,W) Linear,Short Answer,"An AC source is connected to a resistor and a capacitor in series. Indicate, by name or number, all of the following three statements that are true of this system: 1) The current through the circuit lags the voltage by 90 degrees 2) For large frequencies, the impedance is approximately equal to the resistance of the resistor 3) The net power dissipated in the capacitor is zero ",2 and 3,MIT 2020 round 6
Chemistry,Short Answer,How many nearest neighbors does an atom in a body centered cubic lattice have? ,8,Multiple Choice,Which of the following bonds is not IR-active? W) The carbon-carbon bond in ethene X) The carbon-chlorine bond in chloroethane Y) The carbon-oxygen bond in formaldehyde Z) The carbon-oxygen bond in carbon dioxide ,W) The carbon-carbon bond in ethene ,MIT 2020 round 6
Math,Short Answer,How many planes of reﬂection symmetry does a right regular hexagonal prism have? ,7,Short Answer,"An ant is at vertex A of a regular tetrahedron. During every hour, he randomly jumps to another vertex of the tetrahedron. What is the probability that, after 3 hours, the ant will not be at vertex A? ",7/9,MIT 2020 round 6
Chemistry,Multiple Choice,"For an exothermic reaction, which of the following statements is true as temperature increases? W) Both the rate constant and equilibrium constant increase X) The rate constant increases, but the equilibrium constant decreases Y) The rate constant decreases, but the equilibrium constant increases Z) Both the rate constant and the equilibrium constant decrease ","X) The rate constant increases, but the equilibrium constant decreases",Multiple Choice,"When 1-methylcyclohexene is treated with HCl, the product of this reaction will be which of the following? W) Achiral but not meso X) A mixture of diastereomers Y) A meso compound Z) A racemic mixture ",W) Achiral but not meso,MIT 2020 round 6
Physics,Short Answer,"What is the name of a device that uses a sandwich of two superconductive materials around an insulator, uses quantum tunneling to allow a current through, and can be paired with another of the same device to form a SQUID ? ",Josephson junction,Multiple Choice,"Allen is waiting for the bus as he suddenly hears a sonic boom from a plane ﬂying. The sonic boom arrives from an angle of approxi- mately 37 degrees above the ground. Given that the speed of sound is 343 meters per second, what is the approximate speed of the plane, in meters per second? W) 340 X) 430 Y) 570 Z) 660 ",X) 430,MIT 2020 round 6
Energy,Multiple Choice,Researchers at MIT’s Center for Theoretical Physics recently used Lattice Quantum Chromodynamics to make predictions about certain systems that sharpen theory predictions for dark matter direct detection experiments. Which of the following best describes the system that the researchers studied? W) The structure of strange gluons in the proton X) The frequency of neutrino oscillations Y) Rates of CP violation in B meson decays Z) Decay rates of W and Z bosons ,W) The structure of strange gluons in the proton,Short Answer,"Researchers at MIT’s Center for High Energy Physics have recently been involved in the construction of KATRIN The KATRIN experiment is directly measuring the mass of the electron an- tineutrino 2) In most beta decay events, the electron and neutrino carry away roughly equal amounts of energy 3) The researchers have produced an upper bound of 1.1 kiloelectronvolts for the mass of the neutrino ",1 and 2,MIT 2020 round 6
Earth and Space,Multiple Choice,Clouds of neutral atomic hydrogen in the interstellar medium are more commonly known as which of the following? W) Bok globule X) Molecular cloud Y) H I region Z) H II region ,Y) H I region,Short Answer,"By name or number, indicate all of the following three stars that are in the Winter Triangle: 1) Altair 2) Deneb 3) Vega ",None of them,MIT 2020 round 6
